UNDERFLIGHT PRIORITY,note,product_code,site_code,year_month,visit,flight_line
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L083-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L049-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L058-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L085-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L047-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L001-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L054-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L074-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L072-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L070-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L065-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L063-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L061-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L052-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L040-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L050-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L001-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L003-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L001-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L011-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L019-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L015-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L007-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L033-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L031-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L039-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L029-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L027-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L021-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L017-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L043-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L005-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L045-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L037-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L035-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L025-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L023-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L013-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L009-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L079-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L077-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L082-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L080-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L057-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L068-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L084-1_20220623_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L048-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L046-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L059-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L055-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L066-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L075-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L073-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L071-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L053-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L041-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L064-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L060-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L051-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L062-1_20220622_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L004-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L002-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L008-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L006-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L018-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L014-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L026-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L022-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L010-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L038-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L032-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L030-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L044-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L042-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L016-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L020-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L028-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L036-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L034-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L024-1_20220626_directional_reflectance
,provisional,DP1.30006.001,YELL,2022-06,4,NEON_D12_YELL_DP1_L012-1_20220626_directional_reflectance
