noise,method,origins,poly_count,area
20,Real,19,,
20,Top-Down,3,4.0,7149.5
20,Imp BU,5,44.0,732.0
20,Real,25,,
20,Top-Down,5,5.0,6964.5
20,Imp BU,3,26.0,553.0
20,Real,19,,
20,Top-Down,5,8.0,7270.5
20,Imp BU,2,18.0,305.0
20,Real,18,,
20,Top-Down,3,3.0,6176.5
20,Imp BU,2,36.0,480.0
20,Real,16,,
20,Top-Down,4,5.0,6188.0
20,Imp BU,4,67.0,858.625
20,Real,17,,
20,Top-Down,3,4.0,6396.5
20,Imp BU,5,57.0,736.5
20,Real,18,,
20,Top-Down,2,4.0,5659.0
20,Imp BU,3,23.0,282.5
20,Real,9,,
20,Top-Down,5,5.0,5178.5
20,Imp BU,4,56.0,700.0
20,Real,18,,
20,Top-Down,2,3.0,6110.0
20,Imp BU,4,56.0,738.0
20,Real,21,,
20,Top-Down,8,11.0,6053.0
20,Imp BU,2,43.0,563.5
20,Real,23,,
20,Top-Down,4,4.0,6643.0
20,Imp BU,5,51.0,577.5
20,Real,16,,
20,Top-Down,4,5.0,5847.0
20,Imp BU,3,39.0,497.5
20,Real,14,,
20,Top-Down,5,6.0,4959.5
20,Imp BU,2,29.0,368.5
20,Real,15,,
20,Top-Down,9,11.0,5454.5
20,Imp BU,3,36.0,588.25
20,Real,20,,
20,Top-Down,5,5.0,6428.5
20,Imp BU,6,63.0,879.5
20,Real,16,,
20,Top-Down,6,8.0,5779.0
20,Imp BU,3,23.0,250.5
20,Real,19,,
20,Top-Down,4,4.0,6450.0
20,Imp BU,4,51.0,710.5
20,Real,16,,
20,Top-Down,4,4.0,5952.0
20,Imp BU,4,29.0,299.0
20,Real,16,,
20,Top-Down,8,8.0,5384.0
20,Imp BU,7,32.0,467.0
20,Real,15,,
20,Top-Down,5,5.0,4797.5
20,Imp BU,9,40.0,533.0
20,Real,15,,
20,Top-Down,5,5.0,5553.5
20,Imp BU,5,17.0,201.5
20,Real,14,,
20,Top-Down,9,9.0,5784.5
20,Imp BU,3,56.0,688.25
20,Real,18,,
20,Top-Down,7,7.0,6075.5
20,Imp BU,2,26.0,360.0
20,Real,13,,
20,Top-Down,4,4.0,6059.0
20,Imp BU,2,37.0,548.5
20,Real,21,,
20,Top-Down,7,8.0,6697.5
20,Imp BU,1,37.0,604.5
20,Real,22,,
20,Top-Down,9,9.0,5806.5
20,Imp BU,4,31.0,340.5
20,Real,20,,
20,Top-Down,5,7.0,6747.5
20,Imp BU,3,11.0,107.5
20,Real,19,,
20,Top-Down,5,7.0,6801.5
20,Imp BU,7,41.0,701.5
20,Real,19,,
20,Top-Down,3,6.0,6354.5
20,Imp BU,4,36.0,406.0
20,Real,18,,
20,Top-Down,5,5.0,5682.5
20,Imp BU,4,27.0,368.5
20,Real,20,,
20,Top-Down,4,4.0,5778.0
20,Imp BU,4,55.0,738.5
20,Real,18,,
20,Top-Down,5,5.0,6011.5
20,Imp BU,2,34.0,409.0
20,Real,16,,
20,Top-Down,9,9.0,4783.5
20,Imp BU,2,25.0,294.5
20,Real,15,,
20,Top-Down,5,5.0,6298.5
20,Imp BU,3,45.0,555.5
20,Real,20,,
20,Top-Down,7,7.0,6509.5
20,Imp BU,6,67.0,863.5
20,Real,13,,
20,Top-Down,5,5.0,5904.5
20,Imp BU,2,28.0,328.0
20,Real,23,,
20,Top-Down,6,8.0,6427.0
20,Imp BU,5,55.0,697.5
20,Real,21,,
20,Top-Down,4,5.0,6972.0
20,Imp BU,2,34.0,470.0
20,Real,22,,
20,Top-Down,7,7.0,6165.5
20,Imp BU,4,55.0,1052.5
20,Real,23,,
20,Top-Down,3,6.0,6871.5
20,Imp BU,6,84.0,1048.25
20,Real,14,,
20,Top-Down,4,4.0,5566.0
20,Imp BU,4,43.0,555.5
20,Real,19,,
20,Top-Down,7,7.0,6097.5
20,Imp BU,1,32.0,510.0
20,Real,22,,
20,Top-Down,8,9.0,5830.0
20,Imp BU,6,10.0,117.0
30,Real,19,,
30,Top-Down,5,5.0,6411.5
30,Imp BU,4,71.0,1087.5
30,Real,20,,
30,Top-Down,5,5.0,6053.5
30,Imp BU,1,45.0,629.5
30,Real,13,,
30,Top-Down,5,5.0,4638.5
30,Imp BU,3,37.0,497.5
30,Real,16,,
30,Top-Down,6,6.0,5315.0
30,Imp BU,3,55.0,968.5
30,Real,17,,
30,Top-Down,5,6.0,5492.5
30,Imp BU,2,29.0,556.5
30,Real,17,,
30,Top-Down,8,8.0,6506.0
30,Imp BU,4,51.0,670.5
30,Real,18,,
30,Top-Down,5,7.0,6519.5
30,Imp BU,2,40.0,543.0
30,Real,17,,
30,Top-Down,3,3.0,6959.5
30,Imp BU,3,26.0,497.0
30,Real,19,,
30,Top-Down,1,1.0,6285.5
30,Imp BU,3,47.0,659.5
30,Real,14,,
30,Top-Down,5,5.0,6595.5
30,Imp BU,4,52.0,644.0
30,Real,14,,
30,Top-Down,1,4.0,6452.5
30,Imp BU,5,42.0,957.375
30,Real,14,,
30,Top-Down,6,6.0,6238.0
30,Imp BU,2,51.0,613.5
30,Real,19,,
30,Top-Down,7,7.0,5331.5
30,Imp BU,2,44.0,568.0
30,Real,14,,
30,Top-Down,3,3.0,4901.5
30,Imp BU,6,61.0,672.5
30,Real,19,,
30,Top-Down,3,3.0,6100.5
30,Imp BU,3,42.0,459.0
30,Real,14,,
30,Top-Down,2,2.0,5658.0
30,Imp BU,2,34.0,477.0
30,Real,16,,
30,Top-Down,5,5.0,6176.5
30,Imp BU,2,35.0,433.5
30,Real,20,,
30,Top-Down,5,5.0,6962.5
30,Imp BU,4,58.0,844.0
30,Real,20,,
30,Top-Down,7,7.0,6002.5
30,Imp BU,2,21.0,205.5
30,Real,19,,
30,Top-Down,6,7.0,6007.0
30,Imp BU,3,52.0,667.0
30,Real,24,,
30,Top-Down,3,7.0,6697.5
30,Imp BU,4,32.0,359.0
30,Real,17,,
30,Top-Down,4,5.0,5334.0
30,Imp BU,3,28.0,338.0
30,Real,18,,
30,Top-Down,6,7.0,5800.0
30,Imp BU,2,46.0,882.0
30,Real,13,,
30,Top-Down,4,6.0,5295.0
30,Imp BU,2,43.0,681.5
30,Real,26,,
30,Top-Down,8,8.0,6427.0
30,Imp BU,3,64.0,973.0
30,Real,18,,
30,Top-Down,3,3.0,6329.5
30,Imp BU,3,42.0,536.0
30,Real,13,,
30,Top-Down,9,9.0,5462.5
30,Imp BU,3,19.0,196.0
30,Real,19,,
30,Top-Down,2,5.0,6751.0
30,Imp BU,1,25.0,344.5
30,Real,17,,
30,Top-Down,10,11.0,5363.0
30,Imp BU,3,28.0,373.0
30,Real,23,,
30,Top-Down,5,6.0,5545.5
30,Imp BU,2,28.0,355.0
30,Real,23,,
30,Top-Down,5,5.0,6501.5
30,Imp BU,5,54.0,737.0
30,Real,18,,
30,Top-Down,5,5.0,5617.5
30,Imp BU,2,46.0,734.0
30,Real,15,,
30,Top-Down,5,5.0,5211.5
30,Imp BU,5,48.0,534.0
30,Real,16,,
30,Top-Down,6,6.0,5006.0
30,Imp BU,3,67.0,872.5
30,Real,19,,
30,Top-Down,2,4.0,7008.0
30,Imp BU,3,36.0,488.0
30,Real,16,,
30,Top-Down,3,3.0,6062.5
30,Imp BU,10,18.0,189.0
30,Real,19,,
30,Top-Down,5,5.0,5443.5
30,Imp BU,3,69.0,1077.5
30,Real,17,,
30,Top-Down,6,6.0,5502.0
30,Imp BU,3,45.0,771.5
30,Real,18,,
30,Top-Down,4,6.0,6312.0
30,Imp BU,3,38.0,518.0
30,Real,13,,
30,Top-Down,5,5.0,4986.5
30,Imp BU,1,34.0,622.0
30,Real,15,,
30,Top-Down,5,9.0,5253.5
30,Imp BU,3,26.0,384.0
30,Real,17,,
30,Top-Down,5,6.0,5245.5
30,Imp BU,2,34.0,524.0
30,Real,12,,
30,Top-Down,3,3.0,6084.5
30,Imp BU,3,63.0,662.5
30,Real,18,,
30,Top-Down,4,4.0,6010.0
30,Imp BU,6,20.0,264.0
30,Real,17,,
30,Top-Down,5,5.0,5899.5
30,Imp BU,4,57.0,982.5
30,Real,17,,
30,Top-Down,4,4.0,5402.0
30,Imp BU,4,23.0,256.5
30,Real,12,,
30,Top-Down,6,6.0,4555.0
30,Imp BU,1,43.0,554.5
30,Real,24,,
30,Top-Down,10,10.0,7556.0
30,Imp BU,9,62.0,707.0
30,Real,16,,
30,Top-Down,4,4.0,5857.0
30,Imp BU,4,50.0,703.0
30,Real,19,,
30,Top-Down,9,9.0,6461.5
30,Imp BU,2,63.0,723.875
30,Real,20,,
30,Top-Down,6,7.0,6450.0
30,Imp BU,3,79.0,1030.5
30,Real,16,,
30,Top-Down,5,5.0,5797.5
30,Imp BU,4,32.0,438.0
30,Real,13,,
30,Top-Down,2,3.0,5013.0
30,Imp BU,2,22.0,296.0
30,Real,16,,
30,Top-Down,5,5.0,6594.5
30,Imp BU,6,56.0,749.0
30,Real,17,,
30,Top-Down,7,7.0,5607.5
30,Imp BU,3,43.0,613.5
30,Real,19,,
30,Top-Down,2,3.0,5924.0
30,Imp BU,3,33.0,385.5
30,Real,18,,
30,Top-Down,7,7.0,5692.5
30,Imp BU,4,46.0,511.0
30,Real,14,,
30,Top-Down,3,4.0,5391.5
30,Imp BU,6,36.0,446.0
30,Real,22,,
30,Top-Down,6,7.0,6528.0
30,Imp BU,6,48.0,663.0
30,Real,19,,
30,Top-Down,10,10.0,6266.0
30,Imp BU,3,50.0,756.0
30,Real,27,,
30,Top-Down,6,9.0,7524.0
30,Imp BU,5,75.0,993.5
30,Real,15,,
30,Top-Down,6,6.0,5082.0
30,Imp BU,2,13.0,200.5
30,Real,19,,
30,Top-Down,5,6.0,5778.5
30,Imp BU,1,23.0,328.5
30,Real,19,,
30,Top-Down,5,6.0,6125.5
30,Imp BU,3,37.0,574.5
30,Real,19,,
30,Top-Down,4,7.0,6638.0
30,Imp BU,1,25.0,252.5
30,Real,16,,
30,Top-Down,3,6.0,6005.5
30,Imp BU,3,29.0,426.5
30,Real,22,,
30,Top-Down,8,8.0,6448.0
30,Imp BU,3,29.0,359.5
30,Real,18,,
30,Top-Down,3,3.0,5902.5
30,Imp BU,5,74.0,1129.0
30,Real,26,,
30,Top-Down,12,13.0,6370.0
30,Imp BU,5,48.0,622.0
30,Real,21,,
30,Top-Down,7,7.0,5826.5
30,Imp BU,2,60.0,816.0
30,Real,14,,
30,Top-Down,4,4.0,5302.0
30,Imp BU,5,49.0,763.5
30,Real,20,,
30,Top-Down,3,4.0,7695.5
30,Imp BU,3,68.0,957.0
30,Real,21,,
30,Top-Down,7,7.0,6398.5
30,Imp BU,2,61.0,870.5
30,Real,20,,
30,Top-Down,8,8.0,5710.0
30,Imp BU,2,10.0,97.0
30,Real,15,,
30,Top-Down,7,7.0,5874.5
30,Imp BU,3,50.0,618.0
30,Real,17,,
30,Top-Down,7,7.0,5114.5
30,Imp BU,3,38.0,504.0
30,Real,23,,
30,Top-Down,6,7.0,6045.0
30,Imp BU,6,63.0,724.5
30,Real,14,,
30,Top-Down,2,4.0,6525.0
30,Imp BU,5,19.0,324.5
30,Real,19,,
30,Top-Down,5,6.0,5924.5
30,Imp BU,4,30.0,330.0
30,Real,15,,
30,Top-Down,4,5.0,5011.0
30,Imp BU,1,35.0,569.5
30,Real,20,,
30,Top-Down,9,11.0,5690.5
30,Imp BU,4,35.0,436.5
30,Real,17,,
30,Top-Down,2,4.0,6552.0
30,Imp BU,5,25.0,328.5
30,Real,21,,
30,Top-Down,6,6.0,5543.0
30,Imp BU,4,24.0,354.0
30,Real,20,,
30,Top-Down,8,10.0,6299.0
30,Imp BU,4,20.0,247.0
30,Real,16,,
30,Top-Down,3,4.0,5641.5
30,Imp BU,4,42.0,618.0
30,Real,22,,
30,Top-Down,5,5.0,5981.5
30,Imp BU,4,25.0,251.5
30,Real,18,,
30,Top-Down,5,5.0,5772.5
30,Imp BU,7,49.0,691.5
30,Real,11,,
30,Top-Down,3,3.0,4771.5
30,Imp BU,1,26.0,435.0
30,Real,11,,
30,Top-Down,6,6.0,4850.0
30,Imp BU,3,39.0,555.625
30,Real,18,,
30,Top-Down,1,3.0,6835.5
30,Imp BU,1,48.0,922.0
30,Real,15,,
30,Top-Down,8,8.0,4879.0
30,Imp BU,2,45.0,746.5
30,Real,21,,
30,Top-Down,6,6.0,6176.0
30,Imp BU,3,46.0,677.0
30,Real,21,,
30,Top-Down,5,6.0,5471.5
30,Imp BU,3,54.0,681.0
30,Real,15,,
30,Top-Down,3,8.0,5730.5
30,Imp BU,3,33.0,430.5
30,Real,17,,
30,Top-Down,8,9.0,5585.0
30,Imp BU,8,25.0,397.5
30,Real,12,,
30,Top-Down,4,6.0,4538.0
30,Imp BU,4,26.0,278.0
30,Real,23,,
30,Top-Down,5,5.0,6880.5
30,Imp BU,7,58.0,697.0
30,Real,21,,
30,Top-Down,5,7.0,7377.5
30,Imp BU,4,64.0,943.0
30,Real,18,,
30,Top-Down,3,4.0,6630.5
30,Imp BU,9,71.0,767.5
30,Real,20,,
30,Top-Down,7,7.0,6270.5
30,Imp BU,3,59.0,881.5
30,Real,17,,
30,Top-Down,5,5.0,6407.5
30,Imp BU,4,35.0,478.5
30,Real,21,,
30,Top-Down,7,8.0,6852.5
30,Imp BU,5,69.0,970.5
30,Real,14,,
30,Top-Down,6,6.0,5969.0
30,Imp BU,4,36.0,408.0
30,Real,14,,
30,Top-Down,3,4.0,5369.5
30,Imp BU,1,25.0,468.5
30,Real,10,,
30,Top-Down,4,4.0,4692.0
30,Imp BU,5,24.0,277.0
30,Real,17,,
30,Top-Down,5,5.0,5501.5
30,Imp BU,1,21.0,273.5
30,Real,17,,
30,Top-Down,4,5.0,5671.0
30,Imp BU,1,26.0,354.0
30,Real,18,,
30,Top-Down,7,7.0,5557.5
30,Imp BU,2,39.0,635.5
30,Real,22,,
30,Top-Down,8,8.0,5882.0
30,Imp BU,3,32.0,434.0
30,Real,13,,
30,Top-Down,4,4.0,5766.0
30,Imp BU,5,18.0,190.0
30,Real,16,,
30,Top-Down,5,6.0,5420.5
30,Imp BU,2,32.0,532.0
30,Real,21,,
30,Top-Down,5,6.0,6816.5
30,Imp BU,3,40.0,571.0
30,Real,17,,
30,Top-Down,5,6.0,5950.5
30,Imp BU,2,38.0,603.0
30,Real,10,,
30,Top-Down,3,3.0,4711.5
30,Imp BU,1,27.0,539.5
30,Real,16,,
30,Top-Down,8,8.0,4807.0
30,Imp BU,4,21.0,232.5
30,Real,16,,
30,Top-Down,6,6.0,4971.0
30,Imp BU,5,36.0,500.0
30,Real,15,,
30,Top-Down,4,4.0,5829.0
30,Imp BU,5,47.0,675.75
30,Real,17,,
30,Top-Down,6,6.0,5287.0
30,Imp BU,2,33.0,410.5
30,Real,12,,
30,Top-Down,1,1.0,4902.5
30,Imp BU,1,24.0,325.0
30,Real,21,,
30,Top-Down,7,8.0,6143.5
30,Imp BU,3,44.0,578.0
30,Real,19,,
30,Top-Down,8,8.0,6139.0
30,Imp BU,4,54.0,1019.0
30,Real,22,,
30,Top-Down,5,6.0,6284.5
30,Imp BU,3,11.0,194.5
30,Real,11,,
30,Top-Down,5,5.0,5030.5
30,Imp BU,5,28.0,365.0
30,Real,19,,
30,Top-Down,7,9.0,6062.5
30,Imp BU,4,42.0,545.0
30,Real,16,,
30,Top-Down,3,4.0,7293.5
30,Imp BU,5,48.0,781.0
30,Real,12,,
30,Top-Down,3,4.0,6444.5
30,Imp BU,7,42.0,603.0
30,Real,15,,
30,Top-Down,3,3.0,5686.5
30,Imp BU,5,62.0,926.0
30,Real,17,,
30,Top-Down,4,4.0,6314.0
30,Imp BU,5,43.0,680.5
30,Real,22,,
30,Top-Down,2,2.0,5552.0
30,Imp BU,2,24.0,389.0
30,Real,18,,
30,Top-Down,11,11.0,5686.5
30,Imp BU,4,41.0,595.5
30,Real,21,,
30,Top-Down,4,7.0,6718.0
30,Imp BU,3,48.0,758.0
30,Real,15,,
30,Top-Down,6,6.0,5808.0
30,Imp BU,3,88.0,1545.0
30,Real,19,,
30,Top-Down,4,5.0,5696.0
30,Imp BU,3,54.0,766.0
30,Real,22,,
30,Top-Down,3,4.0,6107.5
30,Imp BU,4,20.0,331.0
30,Real,21,,
30,Top-Down,4,5.0,5745.0
30,Imp BU,4,32.0,400.0
30,Real,25,,
30,Top-Down,7,9.0,7046.5
30,Imp BU,4,46.0,799.0
30,Real,21,,
30,Top-Down,3,3.0,7224.5
30,Imp BU,2,29.0,548.5
30,Real,10,,
30,Top-Down,4,4.0,4738.0
30,Imp BU,4,35.0,440.5
30,Real,14,,
30,Top-Down,7,8.0,5268.5
30,Imp BU,2,34.0,691.0
30,Real,18,,
30,Top-Down,4,4.0,5980.0
30,Imp BU,8,92.0,944.0
30,Real,14,,
30,Top-Down,3,3.0,5078.5
30,Imp BU,6,43.0,463.5
30,Real,20,,
30,Top-Down,3,4.0,6837.5
30,Imp BU,5,33.0,383.5
30,Real,17,,
30,Top-Down,6,6.0,6223.0
30,Imp BU,4,27.0,278.5
30,Real,22,,
30,Top-Down,8,9.0,6330.0
30,Imp BU,1,37.0,484.5
30,Real,16,,
30,Top-Down,5,5.0,6194.5
30,Imp BU,1,28.0,432.0
30,Real,15,,
30,Top-Down,7,7.0,6015.5
30,Imp BU,2,22.0,261.0
30,Real,17,,
30,Top-Down,6,6.0,5460.0
30,Imp BU,2,13.0,155.5
30,Real,15,,
30,Top-Down,5,5.0,5932.5
30,Imp BU,4,32.0,388.0
30,Real,22,,
30,Top-Down,5,6.0,7187.5
30,Imp BU,5,34.0,542.0
30,Real,15,,
30,Top-Down,3,4.0,4965.5
30,Imp BU,2,30.0,367.0
30,Real,15,,
30,Top-Down,5,5.0,5269.5
30,Imp BU,3,45.0,700.5
30,Real,21,,
30,Top-Down,7,7.0,6605.5
30,Imp BU,4,25.0,288.5
30,Real,21,,
30,Top-Down,5,6.0,6308.5
30,Imp BU,8,23.0,228.75
30,Real,17,,
30,Top-Down,5,5.0,5686.5
30,Imp BU,3,44.0,570.0
30,Real,14,,
30,Top-Down,4,5.0,6153.0
30,Imp BU,6,40.0,486.0
30,Real,17,,
30,Top-Down,4,5.0,5804.0
30,Imp BU,6,53.0,624.5
30,Real,15,,
30,Top-Down,4,9.0,5509.0
30,Imp BU,5,26.0,275.0
30,Real,22,,
30,Top-Down,8,9.0,6560.0
30,Imp BU,4,13.0,175.5
30,Real,20,,
30,Top-Down,2,3.0,6111.0
30,Imp BU,3,52.0,856.0
30,Real,21,,
30,Top-Down,10,10.0,5427.0
30,Imp BU,3,20.0,232.0
30,Real,16,,
30,Top-Down,4,4.0,5348.0
30,Imp BU,3,29.0,425.5
30,Real,15,,
30,Top-Down,3,3.0,6096.5
30,Imp BU,2,18.0,313.0
30,Real,19,,
30,Top-Down,5,5.0,6145.5
30,Imp BU,2,10.0,105.0
30,Real,23,,
30,Top-Down,3,5.0,7412.5
30,Imp BU,1,9.0,104.5
30,Real,22,,
30,Top-Down,5,5.0,6756.5
30,Imp BU,1,26.0,320.0
30,Real,22,,
30,Top-Down,6,8.0,6049.0
30,Imp BU,2,34.0,523.25
30,Real,16,,
30,Top-Down,8,8.0,4740.0
30,Imp BU,1,17.0,183.5
30,Real,17,,
30,Top-Down,4,4.0,6157.0
30,Imp BU,4,40.0,494.0
30,Real,19,,
30,Top-Down,4,5.0,7014.0
30,Imp BU,4,32.0,436.0
30,Real,13,,
30,Top-Down,5,5.0,5107.5
30,Imp BU,3,46.0,521.0
30,Real,19,,
30,Top-Down,4,5.0,6143.0
30,Imp BU,2,35.0,748.5
30,Real,23,,
30,Top-Down,7,7.0,6289.5
30,Imp BU,2,42.0,735.0
30,Real,20,,
30,Top-Down,7,7.0,6241.5
30,Imp BU,2,42.0,448.0
30,Real,16,,
30,Top-Down,6,6.0,5347.0
30,Imp BU,2,29.0,400.5
30,Real,15,,
30,Top-Down,6,6.0,5672.0
30,Imp BU,2,28.0,409.0
30,Real,14,,
30,Top-Down,5,5.0,5148.5
30,Imp BU,2,42.0,449.0
30,Real,17,,
30,Top-Down,5,5.0,6428.5
30,Imp BU,4,25.0,274.5
30,Real,18,,
30,Top-Down,4,5.0,5846.0
30,Imp BU,2,38.0,582.0
30,Real,13,,
30,Top-Down,3,3.0,5019.5
30,Imp BU,5,27.0,303.5
30,Real,22,,
30,Top-Down,6,7.0,6944.0
30,Imp BU,4,49.0,560.625
30,Real,18,,
30,Top-Down,6,8.0,6607.0
30,Imp BU,4,46.0,636.125
30,Real,19,,
30,Top-Down,9,10.0,6331.5
30,Imp BU,3,39.0,626.5
30,Real,14,,
30,Top-Down,4,5.0,4883.0
30,Imp BU,1,13.0,169.5
30,Real,16,,
30,Top-Down,6,7.0,6177.0
30,Imp BU,5,24.0,278.0
30,Real,17,,
30,Top-Down,7,8.0,6326.5
30,Imp BU,4,43.0,645.5
30,Real,18,,
30,Top-Down,4,5.0,6416.0
30,Imp BU,3,36.0,577.0
30,Real,21,,
30,Top-Down,7,7.0,5546.5
30,Imp BU,4,19.0,313.5
30,Real,13,,
30,Top-Down,6,8.0,6327.0
30,Imp BU,3,47.0,651.5
30,Real,22,,
30,Top-Down,6,8.0,7109.0
30,Imp BU,7,62.0,782.0
30,Real,22,,
30,Top-Down,7,7.0,6647.5
30,Imp BU,2,36.0,553.0
30,Real,21,,
30,Top-Down,3,5.0,5912.5
30,Imp BU,4,40.0,652.0
30,Real,18,,
30,Top-Down,7,7.0,5621.5
30,Imp BU,2,30.0,434.0
30,Real,17,,
30,Top-Down,8,8.0,6367.0
30,Imp BU,2,33.0,428.625
30,Real,18,,
30,Top-Down,6,6.0,5720.0
30,Imp BU,5,70.0,780.0
30,Real,12,,
30,Top-Down,3,4.0,5328.5
30,Imp BU,4,43.0,727.5
30,Real,15,,
30,Top-Down,4,5.0,5562.0
30,Imp BU,2,38.0,550.0
30,Real,21,,
30,Top-Down,5,5.0,6426.5
30,Imp BU,5,44.0,473.0
30,Real,20,,
30,Top-Down,5,5.0,6891.5
30,Imp BU,3,39.0,603.5
30,Real,17,,
30,Top-Down,3,4.0,6261.5
30,Imp BU,2,48.0,722.0
30,Real,20,,
30,Top-Down,7,10.0,7839.5
30,Imp BU,4,54.0,701.5
40,Real,12,,
40,Top-Down,3,3.0,5270.5
40,Imp BU,2,33.0,525.5
40,Real,20,,
40,Top-Down,5,5.0,6022.5
40,Imp BU,3,41.0,472.5
40,Real,17,,
40,Top-Down,7,7.0,5971.5
40,Imp BU,4,41.0,573.5
40,Real,22,,
40,Top-Down,8,8.0,5523.0
40,Imp BU,3,21.0,281.5
40,Real,18,,
40,Top-Down,5,7.0,5438.5
40,Imp BU,3,33.0,477.5
40,Real,11,,
40,Top-Down,3,3.0,5260.5
40,Imp BU,1,19.0,286.5
40,Real,17,,
40,Top-Down,4,4.0,6010.0
40,Imp BU,2,25.0,468.5
40,Real,16,,
40,Top-Down,2,4.0,5734.0
40,Imp BU,2,63.0,954.625
40,Real,18,,
40,Top-Down,4,6.0,6178.0
40,Imp BU,3,36.0,614.0
40,Real,15,,
40,Top-Down,5,6.0,6696.5
40,Imp BU,4,41.0,563.5
40,Real,12,,
40,Top-Down,4,4.0,6178.0
40,Imp BU,4,43.0,418.625
40,Real,18,,
40,Top-Down,4,4.0,6353.0
40,Imp BU,6,34.0,360.0
40,Real,21,,
40,Top-Down,5,5.0,6425.5
40,Imp BU,5,47.0,488.5
40,Real,18,,
40,Top-Down,8,8.0,5723.0
40,Imp BU,3,43.0,609.5
40,Real,23,,
40,Top-Down,5,5.0,6220.5
40,Imp BU,3,36.0,423.0
40,Real,13,,
40,Top-Down,5,5.0,6554.5
40,Imp BU,3,53.0,769.5
40,Real,21,,
40,Top-Down,7,9.0,5490.5
40,Imp BU,4,28.0,403.0
40,Real,16,,
40,Top-Down,7,7.0,6717.5
40,Imp BU,5,63.0,759.5
40,Real,19,,
40,Top-Down,6,6.0,5816.0
40,Imp BU,5,10.0,96.0
40,Real,26,,
40,Top-Down,3,3.0,7320.5
40,Imp BU,2,43.0,778.5
40,Real,14,,
40,Top-Down,5,5.0,5352.5
40,Imp BU,1,23.0,291.5
40,Real,12,,
40,Top-Down,4,4.0,5018.0
40,Imp BU,3,13.0,169.5
40,Real,13,,
40,Top-Down,3,4.0,5589.5
40,Imp BU,6,61.0,630.5
40,Real,14,,
40,Top-Down,4,4.0,5431.0
40,Imp BU,3,61.0,818.5
40,Real,20,,
40,Top-Down,5,5.0,5836.5
40,Imp BU,1,45.0,870.5
40,Real,19,,
40,Top-Down,3,5.0,7470.5
40,Imp BU,4,18.0,187.0
40,Real,18,,
40,Top-Down,6,6.0,5760.0
40,Imp BU,5,40.0,592.0
40,Real,14,,
40,Top-Down,3,3.0,6345.5
40,Imp BU,3,49.0,755.5
40,Real,17,,
40,Top-Down,3,3.0,5827.5
40,Imp BU,6,23.0,272.5
40,Real,14,,
40,Top-Down,7,7.0,5028.5
40,Imp BU,1,10.0,149.0
40,Real,21,,
40,Top-Down,4,5.0,6562.0
40,Imp BU,9,50.0,560.0
40,Real,17,,
40,Top-Down,8,8.0,5530.0
40,Imp BU,3,37.0,535.5
40,Real,16,,
40,Top-Down,5,6.0,6011.5
40,Imp BU,2,41.0,637.5
40,Real,18,,
40,Top-Down,5,5.0,6168.5
40,Imp BU,5,23.0,280.5
40,Real,19,,
40,Top-Down,5,7.0,6348.5
40,Imp BU,2,24.0,338.0
40,Real,15,,
40,Top-Down,5,5.0,6482.5
40,Imp BU,5,60.0,964.0
40,Real,13,,
40,Top-Down,6,6.0,5295.0
40,Imp BU,4,24.0,272.0
40,Real,18,,
40,Top-Down,3,3.0,6382.5
40,Imp BU,4,36.0,439.0
40,Real,15,,
40,Top-Down,4,5.0,5276.0
40,Imp BU,6,45.0,641.5
40,Real,19,,
40,Top-Down,2,3.0,5913.0
40,Imp BU,6,53.0,747.5
40,Real,17,,
40,Top-Down,4,4.0,6081.0
40,Imp BU,3,4.0,40.0
40,Real,20,,
40,Top-Down,5,5.0,7287.5
40,Imp BU,2,31.0,364.5
40,Real,20,,
40,Top-Down,3,3.0,6905.5
40,Imp BU,4,41.0,657.5
40,Real,10,,
40,Top-Down,3,3.0,5094.5
40,Imp BU,2,33.0,368.5
40,Real,23,,
40,Top-Down,7,7.0,6325.5
40,Imp BU,3,10.0,99.0
40,Real,19,,
40,Top-Down,2,2.0,5750.0
40,Imp BU,3,38.0,500.0
40,Real,14,,
40,Top-Down,5,5.0,5922.5
40,Imp BU,2,34.0,639.0
40,Real,19,,
40,Top-Down,6,6.0,5199.0
40,Imp BU,4,53.0,630.5
40,Real,20,,
40,Top-Down,3,3.0,6672.5
40,Imp BU,2,16.0,217.0
40,Real,17,,
40,Top-Down,4,4.0,6056.0
40,Imp BU,2,7.0,67.5
40,Real,15,,
40,Top-Down,4,4.0,5341.0
40,Imp BU,7,40.0,499.0
40,Real,22,,
40,Top-Down,6,7.0,7074.0
40,Imp BU,3,34.0,640.0
40,Real,18,,
40,Top-Down,4,6.0,6138.0
40,Imp BU,2,54.0,733.0
40,Real,11,,
40,Top-Down,5,5.0,4253.5
40,Imp BU,1,27.0,343.5
40,Real,13,,
40,Top-Down,6,6.0,4765.0
40,Imp BU,1,30.0,513.0
40,Real,18,,
40,Top-Down,5,5.0,6455.5
40,Imp BU,6,38.0,411.0
40,Real,12,,
40,Top-Down,1,1.0,4798.5
40,Imp BU,3,17.0,188.5
40,Real,26,,
40,Top-Down,7,8.0,7250.5
40,Imp BU,2,36.0,487.125
40,Real,17,,
40,Top-Down,5,6.0,7011.5
40,Imp BU,5,55.0,827.5
40,Real,20,,
40,Top-Down,2,2.0,5019.0
40,Imp BU,4,34.0,475.0
40,Real,18,,
40,Top-Down,3,4.0,5821.5
